scientificName,family,canonicalName,matchedScientificName,status,matchType,confidence,usageKey,error
Coreocarpus dissectus,Asteraceae,Coreocarpus dissectus,Coreocarpus dissectus (Benth.) S.F.Blake,ACCEPTED,EXACT,100,3122462,
Sedum brevifolium,Crassulaceae,Sedum brevifolium,Sedum brevifolium DC.,ACCEPTED,EXACT,100,5690592,
Arundina graminifolia,Orchidaceae,Arundina graminifolia,Arundina graminifolia (D.Don) Hochr.,ACCEPTED,EXACT,100,2795522,
Manfreda singuliflora,Asparagaceae,Manfreda singuliflora,Manfreda singuliflora (S.Watson) Rose,SYNONYM,EXACT,100,2771803,
Carpanthea pomeridiana,Aizoaceae,Carpanthea pomeridiana,Carpanthea pomeridiana (L.) N.E.Br.,ACCEPTED,EXACT,100,3703660,
Dillwynia sericea,Fabaceae,Dillwynia sericea,Dillwynia sericea A.Cunn.,ACCEPTED,EXACT,100,5348680,
Geophila repens,Rubiaceae,Geophila repens,Geophila repens (L.) I.M.Johnst.,ACCEPTED,EXACT,100,5340379,
Thysanotus tuberosus,Asparagaceae,Thysanotus tuberosus,Thysanotus tuberosus R.Br.,ACCEPTED,EXACT,100,5304126,
Ipomoea obscura,Convolvulaceae,Ipomoea obscura,Ipomoea obscura (L.) Ker Gawl.,ACCEPTED,EXACT,99,2928565,
Persicaria glabra,Polygonaceae,Persicaria glabra,Persicaria glabra (Willd.) M.Gómez,ACCEPTED,EXACT,99,6391450,
Dalea leporina,Fabaceae,Dalea leporina,Dalea leporina (Aiton) Bullock,ACCEPTED,EXACT,99,5353119,
Merremia gemella,Convolvulaceae,Merremia gemella,Merremia gemella (Burm.fil.) Hallier fil.,ACCEPTED,EXACT,100,8569291,
Verbascum sinuatum,Scrophulariaceae,Verbascum sinuatum,Verbascum sinuatum L.,ACCEPTED,EXACT,99,3171946,
Sisyrinchium platense,Iridaceae,Sisyrinchium platense,Sisyrinchium platense I.M.Johnst.,ACCEPTED,EXACT,100,5296254,
Melichrus urceolatus,Ericaceae,Melichrus urceolatus,Melichrus urceolatus R.Br.,ACCEPTED,EXACT,100,7948093,
Bonnaya antipoda,Linderniaceae,Bonnaya antipoda,Bonnaya antipoda (L.) Druce,ACCEPTED,EXACT,100,3733807,
Gentiana septemfida,Gentianaceae,Gentiana septemfida,Gentiana septemfida Pall.,ACCEPTED,EXACT,100,3170066,
Chamaeleon gummifer,Asteraceae,Chamaeleon gummifer,Chamaeleon gummifer (L.) Cass.,ACCEPTED,EXACT,100,5391617,
Silene flos-cuculi,Caryophyllaceae,Silene flos-cuculi,Silene flos-cuculi (L.) Greuter & Burdet,ACCEPTED,EXACT,99,5384738,
Viola eugeniae,Violaceae,Viola eugeniae,Viola eugeniae Parl.,ACCEPTED,EXACT,100,5663610,
Lepechinia salviae,Lamiaceae,Lepechinia salviae,Lepechinia salviae (Lindl.) Epling,ACCEPTED,EXACT,100,3888465,
Bauhinia variegata,Fabaceae,Bauhinia variegata,Bauhinia variegata L.,ACCEPTED,EXACT,100,2953251,
Castilleja minor spiralis,Orobanchaceae,Castilleja minor spiralis,Castilleja minor var. spiralis (Jeps.) J.M.Egger,ACCEPTED,EXACT,99,3736550,
Ageratina adenophora,Asteraceae,Ageratina adenophora,Ageratina adenophora (Spreng.) R.M.King & H.Rob.,ACCEPTED,EXACT,100,5400613,
Prostanthera denticulata,Lamiaceae,Prostanthera denticulata,Prostanthera denticulata R.Br.,ACCEPTED,EXACT,100,7308262,
Potentilla hippiana,Rosaceae,Potentilla hippiana,Potentilla hippiana Lehm.,ACCEPTED,EXACT,100,5367733,
Rorippa tenerrima,Brassicaceae,Rorippa tenerrima,Rorippa tenerrima Greene,ACCEPTED,EXACT,100,3053227,
Solidago speciosa,Asteraceae,Solidago speciosa,Solidago speciosa Nutt.,ACCEPTED,EXACT,99,5389063,
Symphyotrichum concolor,Asteraceae,Symphyotrichum concolor,Symphyotrichum concolor (L.) G.L.Nesom,ACCEPTED,EXACT,100,3151497,
Aster taiwanensis,Asteraceae,Aster taiwanensis,Aster taiwanensis Kitam.,ACCEPTED,EXACT,100,5387363,
Salvia pratensis,Lamiaceae,Salvia pratensis,Salvia pratensis L.,ACCEPTED,EXACT,99,2927007,
Jaborosa integrifolia,Solanaceae,Jaborosa integrifolia,Jaborosa integrifolia Lam.,ACCEPTED,EXACT,100,2932930,
Hibiscus tiliaceus,Malvaceae,Hibiscus tiliaceus,Hibiscus tiliaceus L.,SYNONYM,EXACT,99,3152584,
Achillea ptarmica macrocephala,Asteraceae,Achillea ptarmica macrocephala,Achillea ptarmica subsp. macrocephala (Rupr.) Heimerl,ACCEPTED,EXACT,99,4215022,
Fleischmannia incarnata,Asteraceae,Fleischmannia incarnata,Fleischmannia incarnata (Walter) R.M.King & H.Rob.,ACCEPTED,EXACT,100,5399672,
Lagurus ovatus,Poaceae,Lagurus ovatus,Lagurus ovatus L.,ACCEPTED,EXACT,100,5290177,
Wachendorfia thyrsiflora,Haemodoraceae,Wachendorfia thyrsiflora,Wachendorfia thyrsiflora L.,ACCEPTED,EXACT,99,8126988,
Pimelea flava flava,Thymelaeaceae,Pimelea flava flava,Pimelea flava subsp. flava,ACCEPTED,EXACT,100,6415319,
Nymphaea elegans,Nymphaeaceae,Nymphaea elegans,Nymphaea elegans Hook.,ACCEPTED,EXACT,100,2882415,
Perilla frutescens,Lamiaceae,Perilla frutescens,Perilla frutescens (L.) Britton,ACCEPTED,EXACT,99,5341394,
Vitex negundo,Lamiaceae,Vitex negundo,Vitex negundo L.,ACCEPTED,EXACT,99,2925564,
Opuntia monacantha,Cactaceae,Opuntia monacantha,Opuntia monacantha Haw.,ACCEPTED,EXACT,100,5384142,
Cyperus odoratus,Cyperaceae,Cyperus odoratus,Cyperus odoratus L.,ACCEPTED,EXACT,99,2715219,
Rumex obtusifolius,Polygonaceae,Rumex obtusifolius,Rumex obtusifolius L.,ACCEPTED,EXACT,99,2889011,
Crassula columnaris,Crassulaceae,Crassula columnaris,Crassula columnaris Thunb.,ACCEPTED,EXACT,99,7372409,
Satyrium humile,Orchidaceae,Satyrium humile,Satyrium humile Lindl.,ACCEPTED,EXACT,100,5307409,
Escallonia rubra,Escalloniaceae,Escallonia rubra,Escallonia rubra (Ruiz & Pav.) Pers.,ACCEPTED,EXACT,99,8405971,
Salvia nemorosa,Lamiaceae,Salvia nemorosa,Salvia nemorosa L.,ACCEPTED,EXACT,99,2927028,
Crepidiastrum denticulatum,Asteraceae,Crepidiastrum denticulatum,Crepidiastrum denticulatum (Houtt.) Pak & Kawano,ACCEPTED,EXACT,100,3094819,
Opuntia lindheimeri,Cactaceae,Opuntia lindheimeri,Opuntia lindheimeri Engelm.,SYNONYM,EXACT,100,6383526,
Canna indica,Cannaceae,Canna indica,Canna indica L.,ACCEPTED,EXACT,99,8034409,
Tillandsia aeranthos,Bromeliaceae,Tillandsia aeranthos,Tillandsia aeranthos (Loisel.) Desf.,ACCEPTED,EXACT,99,7843252,
Sedum spathulifolium,Crassulaceae,Sedum spathulifolium,Sedum spathulifolium Hook.,ACCEPTED,EXACT,100,5362046,
Pedicularis resupinata,Orobanchaceae,Pedicularis resupinata,Pedicularis resupinata L.,ACCEPTED,EXACT,99,8140157,
Melicytus alpinus,Violaceae,Melicytus alpinus,Melicytus alpinus (Kirk) Garn.-Jones,ACCEPTED,EXACT,100,4075255,
Carex echinata,Cyperaceae,Carex echinata,Carex echinata Murray,ACCEPTED,EXACT,99,2726894,
Zinnia elegans,Asteraceae,Zinnia elegans,Zinnia elegans Jacq.,ACCEPTED,EXACT,99,3111754,
Combretum indicum,Combretaceae,Combretum indicum,Combretum indicum (L.) De Filipps,ACCEPTED,EXACT,99,12203608,
Bergera crenulata,Rutaceae,Bergera crenulata,"Bergera crenulata (F.J.Mou, 2023) F.J.Mou, 2023",ACCEPTED,EXACT,100,12264900,
Tragopogon orientalis,Asteraceae,Tragopogon orientalis,Tragopogon orientalis L.,ACCEPTED,EXACT,99,5386903,
Elaeocarpus reticulatus,Elaeocarpaceae,Elaeocarpus reticulatus,Elaeocarpus reticulatus Sm.,ACCEPTED,EXACT,99,7290944,
Pigea calycina,Violaceae,Pigea calycina,Pigea calycina DC.,ACCEPTED,EXACT,99,4074014,
Diuris platichila,Orchidaceae,Diuris platichila,Diuris platichila Fitzg.,ACCEPTED,EXACT,100,5321709,
Janusia gracilis,Malpighiaceae,Janusia gracilis,Janusia gracilis A.Gray,SYNONYM,EXACT,100,5421440,
Astragalus bisulcatus,Fabaceae,Astragalus bisulcatus,Astragalus bisulcatus (Hook.) A.Gray,ACCEPTED,EXACT,100,5346343,
Crepis tectorum,Asteraceae,Crepis tectorum,Crepis tectorum L.,ACCEPTED,EXACT,99,5403508,
Oenothera laciniata,Onagraceae,Oenothera laciniata,Oenothera laciniata Hill,ACCEPTED,EXACT,100,3188867,
Nicolletia occidentalis,Asteraceae,Nicolletia occidentalis,Nicolletia occidentalis A.Gray,ACCEPTED,EXACT,100,3125759,
Galeopsis pubescens,Lamiaceae,Galeopsis pubescens,Galeopsis pubescens Besser,ACCEPTED,EXACT,99,5341310,
Boronia pinnata,Rutaceae,Boronia pinnata,Boronia pinnata Sm.,ACCEPTED,EXACT,100,7269410,
Muehlenbeckia complexa,Polygonaceae,Muehlenbeckia complexa,Muehlenbeckia complexa (A.Cunn.) Meisn.,ACCEPTED,EXACT,100,2888859,
Narcissus deficiens,Amaryllidaceae,Narcissus deficiens,Narcissus deficiens Herb.,ACCEPTED,EXACT,100,2858799,
Stachys sylvatica,Lamiaceae,Stachys sylvatica,Stachys sylvatica L.,ACCEPTED,EXACT,99,2927282,
Sonchus asper asper,Asteraceae,Sonchus asper asper,"Sonchus asper subsp. asper (Linnaeus, 1753)",ACCEPTED,EXACT,99,11374076,
Dactylorhiza viridis,Orchidaceae,Dactylorhiza viridis,"Dactylorhiza viridis (L.) R.M.Bateman, Pridgeon & M.W.Chase",ACCEPTED,EXACT,100,2810284,
Gypsophila fastigiata,Caryophyllaceae,Gypsophila fastigiata,Gypsophila fastigiata L.,ACCEPTED,EXACT,99,7267655,
Zieria smithii,Rutaceae,Zieria smithii,Zieria smithii Jacks.,ACCEPTED,EXACT,99,7617635,
Psidium guajava,Myrtaceae,Psidium guajava,Psidium guajava L.,ACCEPTED,EXACT,100,5420380,
Senecio sylvaticus,Asteraceae,Senecio sylvaticus,Senecio sylvaticus L.,ACCEPTED,EXACT,99,3107987,
Darwinia citriodora,Myrtaceae,Darwinia citriodora,Darwinia citriodora (Endl.) Benth.,ACCEPTED,EXACT,100,5418288,
Prenanthes purpurea,Asteraceae,Prenanthes purpurea,Prenanthes purpurea L.,ACCEPTED,EXACT,100,3090783,
Indigofera australis,Fabaceae,Indigofera australis,Indigofera australis Willd.,ACCEPTED,EXACT,99,2971785,
Allium tuberosum,Amaryllidaceae,Allium tuberosum,Allium tuberosum Rottler ex Spreng.,ACCEPTED,EXACT,99,2856297,
Smallanthus uvedalia,Asteraceae,Smallanthus uvedalia,Smallanthus uvedalia (L.) Mack. ex Small,ACCEPTED,EXACT,99,3145280,
Sagittaria platyphylla,Alismataceae,Sagittaria platyphylla,Sagittaria platyphylla (Engelm.) J.G.Sm.,ACCEPTED,EXACT,100,5329007,
Centrosema plumieri,Fabaceae,Centrosema plumieri,Centrosema plumieri (Turpin ex Pers.) Benth.,ACCEPTED,EXACT,100,2965003,
Oenothera elata,Onagraceae,Oenothera elata,Oenothera elata Kunth,ACCEPTED,EXACT,100,3188829,
Hibiscus divaricatus,Malvaceae,Hibiscus divaricatus,Hibiscus divaricatus Graham,ACCEPTED,EXACT,100,7279243,
Leucochrysum albicans albicans,Asteraceae,Leucochrysum albicans albicans,Leucochrysum albicans subsp. albicans,ACCEPTED,EXACT,100,6298414,
Tiarella stolonifera,Saxifragaceae,Tiarella stolonifera,Tiarella stolonifera G.L.Nesom,ACCEPTED,EXACT,100,11148635,
Reseda phyteuma,Resedaceae,Reseda phyteuma,Reseda phyteuma L.,ACCEPTED,EXACT,99,3040253,
Chamaenerion latifolium,Onagraceae,Chamaenerion latifolium,Chamaenerion latifolium (L.) Sweet,ACCEPTED,EXACT,99,3188786,
Acalypha saxicola,Euphorbiaceae,Acalypha saxicola,Acalypha saxicola Wiggins,ACCEPTED,EXACT,100,3056129,
Hartwrightia floridana,Asteraceae,Hartwrightia floridana,Hartwrightia floridana A.Gray ex S.Watson,ACCEPTED,EXACT,99,3137986,
Ficaria verna,Ranunculaceae,Ficaria verna,Ficaria verna Huds.,ACCEPTED,EXACT,100,9094061,
Cynanchum africanum,Apocynaceae,Cynanchum africanum,Cynanchum africanum (L.) Hoffmanns.,ACCEPTED,EXACT,99,8203080,
Rivina humilis,Phytolaccaceae,Rivina humilis,Rivina humilis L.,ACCEPTED,EXACT,100,3084027,
Suriana maritima,Surianaceae,Suriana maritima,Suriana maritima L.,ACCEPTED,EXACT,100,2986073,
Phormium tenax,Asphodelaceae,Phormium tenax,Phormium tenax J.R.Forst. & G.Forst.,ACCEPTED,EXACT,100,2778511,
Ipomoea nil,Convolvulaceae,Ipomoea nil,Ipomoea nil (L.) Roth,ACCEPTED,EXACT,99,2928534,
Tetragonia implexicoma,Aizoaceae,Tetragonia implexicoma,Tetragonia implexicoma (Miq.) Hook.fil.,ACCEPTED,EXACT,100,5554654,
Spiranthes ovalis,Orchidaceae,Spiranthes ovalis,Spiranthes ovalis Lindl.,ACCEPTED,EXACT,100,2805384,
Gompholobium pinnatum,Fabaceae,Gompholobium pinnatum,Gompholobium pinnatum Sm.,ACCEPTED,EXACT,100,2950810,
Caladenia ferruginea,Orchidaceae,Caladenia ferruginea,Caladenia ferruginea Nicholls,ACCEPTED,EXACT,100,2841970,
Hypocalymma strictum,Myrtaceae,Hypocalymma strictum,Hypocalymma strictum Schauer,ACCEPTED,EXACT,100,3186731,
Salvia rosmarinus,Lamiaceae,Salvia rosmarinus,Salvia rosmarinus Spenn.,ACCEPTED,EXACT,99,10902460,
Macroptilium atropurpureum,Fabaceae,Macroptilium atropurpureum,Macroptilium atropurpureum (DC.) Urb.,ACCEPTED,EXACT,100,2945047,
Nelumbo nucifera,Nelumbonaceae,Nelumbo nucifera,Nelumbo nucifera Gaertn.,ACCEPTED,EXACT,100,2882449,
Senna chloroclada,Fabaceae,Senna chloroclada,Senna chloroclada (Harms) H.S.Irwin & Barneby,ACCEPTED,EXACT,100,2957726,
Thomasia petalocalyx,Malvaceae,Thomasia petalocalyx,Thomasia petalocalyx F.Muell.,ACCEPTED,EXACT,100,7592188,
Tetramerium nervosum,Acanthaceae,Tetramerium nervosum,Tetramerium nervosum Nees,ACCEPTED,EXACT,100,5415436,
Acrotome hispida,Lamiaceae,Acrotome hispida,Acrotome hispida Benth.,ACCEPTED,EXACT,100,3893752,
Iris farreri,Iridaceae,Iris farreri,Iris farreri Dykes,ACCEPTED,EXACT,100,5298513,
Aquilegia vulgaris,Ranunculaceae,Aquilegia vulgaris,Aquilegia vulgaris L.,ACCEPTED,EXACT,99,3033191,
Dalea laniceps,Fabaceae,Dalea laniceps,Dalea laniceps Barneby,ACCEPTED,EXACT,100,5353076,
Achillea ptarmica,Asteraceae,Achillea ptarmica,Achillea ptarmica L.,ACCEPTED,EXACT,99,3120333,
Dipterostemon capitatus,Asparagaceae,Dipterostemon capitatus,Dipterostemon capitatus (Benth.) Rydb.,ACCEPTED,EXACT,100,2772254,
Acanthocarpus preissii,Asparagaceae,Acanthocarpus preissii,Acanthocarpus preissii Lehm.,ACCEPTED,EXACT,100,2772861,
Carlina hispanica,Asteraceae,Carlina hispanica,Carlina hispanica Lam.,ACCEPTED,EXACT,100,3105375,
Psychotria rupicola,Rubiaceae,Psychotria rupicola,Psychotria rupicola (Baill.) Schltr.,ACCEPTED,EXACT,100,2896833,
Larrea divaricata,Zygophyllaceae,Larrea divaricata,Larrea divaricata Cav.,ACCEPTED,EXACT,100,6384921,
Crusea longiflora,Rubiaceae,Crusea longiflora,Crusea longiflora (Roem. & Schult.) W.R.Anderson,ACCEPTED,EXACT,100,5334564,
Epidendrum fulgens,Orchidaceae,Epidendrum fulgens,Epidendrum fulgens Brongn.,ACCEPTED,EXACT,99,5320861,
Lobelia pinifolia,Campanulaceae,Lobelia pinifolia,Lobelia pinifolia L.,ACCEPTED,EXACT,100,5407951,
Micranthes stellaris,Saxifragaceae,Micranthes stellaris,"Micranthes stellaris (L.) Galasso, Banfi & Soldano",ACCEPTED,EXACT,100,5567578,
Hedycarya angustifolia,Monimiaceae,Hedycarya angustifolia,Hedycarya angustifolia A.Cunn.,ACCEPTED,EXACT,100,3783053,
Oxalis articulata,Oxalidaceae,Oxalis articulata,Oxalis articulata Savigny,ACCEPTED,EXACT,99,2891664,
Heterotis rotundifolia,Melastomataceae,Heterotis rotundifolia,Heterotis rotundifolia (Sm.) Jacq.-Fél.,ACCEPTED,EXACT,100,5599385,
Dianella brevicaulis,Asphodelaceae,Dianella brevicaulis,Dianella brevicaulis (Ostenf.) G.W.Carr & P.F.Horsfall,ACCEPTED,EXACT,100,5305203,
Betonica officinalis,Lamiaceae,Betonica officinalis,Betonica officinalis L.,ACCEPTED,EXACT,100,2927280,
Abrus precatorius,Fabaceae,Abrus precatorius,Abrus precatorius L.,ACCEPTED,EXACT,99,5348711,
Amaranthus fimbriatus,Amaranthaceae,Amaranthus fimbriatus,Amaranthus fimbriatus (Torr.) Benth.,ACCEPTED,EXACT,99,7627820,
Hibbertia subvaginata,Dilleniaceae,Hibbertia subvaginata,Hibbertia subvaginata (Steud.) F.Muell.,ACCEPTED,EXACT,99,5681032,
Mesembryanthemum cordifolium,Aizoaceae,Mesembryanthemum cordifolium,Mesembryanthemum cordifolium L.fil.,ACCEPTED,EXACT,100,8185812,
Utricularia amethystina,Lentibulariaceae,Utricularia amethystina,Utricularia amethystina Salzm. ex A.St.-Hil. & Girard,ACCEPTED,EXACT,99,3172403,
Gunnera magellanica,Gunneraceae,Gunnera magellanica,Gunnera magellanica Lam.,ACCEPTED,EXACT,100,3723590,
Pascalia glauca,Asteraceae,Pascalia glauca,Pascalia glauca Ortega,ACCEPTED,EXACT,100,3126654,
Doellingeria umbellata,Asteraceae,Doellingeria umbellata,Doellingeria umbellata (Mill.) Nees,ACCEPTED,EXACT,100,3148260,
Boerhavia diffusa,Nyctaginaceae,Boerhavia diffusa,Boerhavia diffusa L.,ACCEPTED,EXACT,99,3086282,
Serratula tinctoria,Asteraceae,Serratula tinctoria,Serratula tinctoria L.,ACCEPTED,EXACT,99,5388835,
Scaevola taccada,Goodeniaceae,Scaevola taccada,Scaevola taccada (Gaertn.) Roxb.,ACCEPTED,EXACT,100,6358362,
Symphyotrichum pilosum pilosum,Asteraceae,Symphyotrichum pilosum pilosum,Symphyotrichum pilosum var. pilosum,ACCEPTED,EXACT,100,4273851,
Geranium palustre,Geraniaceae,Geranium palustre,Geranium palustre L.,ACCEPTED,EXACT,100,2890536,
Phragmipedium longifolium,Orchidaceae,Phragmipedium longifolium,Phragmipedium longifolium (Warsz. & Rchb.f.) Rolfe,ACCEPTED,EXACT,100,2814339,
Palafoxia arida,Asteraceae,Palafoxia arida,Palafoxia arida B.L.Turner & M.I.Morris,ACCEPTED,EXACT,100,3121712,
Anigozanthos humilis,Haemodoraceae,Anigozanthos humilis,Anigozanthos humilis Lindl.,ACCEPTED,EXACT,100,2765857,
Watsonia meriana meriana,Iridaceae,Watsonia meriana meriana,Watsonia meriana var. meriana,SYNONYM,EXACT,99,7070941,
Carduus acanthoides,Asteraceae,Carduus acanthoides,Carduus acanthoides L.,ACCEPTED,EXACT,99,3114643,
Abronia villosa villosa,Nyctaginaceae,Abronia villosa villosa,Abronia villosa var. villosa,ACCEPTED,EXACT,100,7167025,
Cascaronia astragalina,Fabaceae,Cascaronia astragalina,Cascaronia astragalina Griseb.,ACCEPTED,EXACT,100,2971139,
Eryngium ludovicianum,Apiaceae,Eryngium ludovicianum,Eryngium ludovicianum Morong,SYNONYM,EXACT,100,3034389,
Leucopogon parviflorus,Ericaceae,Leucopogon parviflorus,Leucopogon parviflorus (Andrews) Lindl.,SYNONYM,EXACT,100,4010780,
Samolus valerandi,Primulaceae,Samolus valerandi,Samolus valerandi L.,ACCEPTED,EXACT,100,3169313,
Ruellia repens,Acanthaceae,Ruellia repens,Ruellia repens L.,ACCEPTED,EXACT,99,7575722,
Amaranthus palmeri,Amaranthaceae,Amaranthus palmeri,Amaranthus palmeri S.Watson,ACCEPTED,EXACT,100,5384393,
Palafoxia callosa,Asteraceae,Palafoxia callosa,Palafoxia callosa (Nutt.) Torr. & A.Gray,ACCEPTED,EXACT,100,3121697,
Cascabela thevetia,Apocynaceae,Cascabela thevetia,Cascabela thevetia (L.) Lippold,ACCEPTED,EXACT,100,3169652,
Justicia californica,Acanthaceae,Justicia californica,Justicia californica (Benth.) D.N.Gibson,ACCEPTED,EXACT,100,3173092,
Croton punctatus,Euphorbiaceae,Croton punctatus,Croton punctatus Jacq.,ACCEPTED,EXACT,99,3057499,
Convolvulus secundus,Convolvulaceae,Convolvulus secundus,Convolvulus secundus Desr.,ACCEPTED,EXACT,99,3678510,
Amaranthus retroflexus,Amaranthaceae,Amaranthus retroflexus,Amaranthus retroflexus L.,ACCEPTED,EXACT,100,6109534,
Senecio spartioides,Asteraceae,Senecio spartioides,Senecio spartioides Torr. & A.Gray,ACCEPTED,EXACT,100,3107552,
Retama sphaerocarpa,Fabaceae,Retama sphaerocarpa,Retama sphaerocarpa (L.) Boiss.,ACCEPTED,EXACT,100,2965093,
Thelymitra megcalyptra,Orchidaceae,Thelymitra megcalyptra,"Thelymitra megcalyptra Fitzg., 1879",ACCEPTED,EXACT,100,3654337,
Silene noctiflora,Caryophyllaceae,Silene noctiflora,Silene noctiflora L.,ACCEPTED,EXACT,100,5384834,
Ageratina riparia,Asteraceae,Ageratina riparia,Ageratina riparia (Regel) R.M.King & H.Rob.,ACCEPTED,EXACT,100,5400790,
Torenia crustacea,Linderniaceae,Torenia crustacea,Torenia crustacea (L.) Cham. & Schltdl.,ACCEPTED,EXACT,100,3171892,
Lupinus microcarpus,Fabaceae,Lupinus microcarpus,Lupinus microcarpus Sims,ACCEPTED,EXACT,100,2964426,
Elephantopus elatus,Asteraceae,Elephantopus elatus,Elephantopus elatus Bertol.,ACCEPTED,EXACT,100,5395893,
Pseudorontium cyathiferum,Plantaginaceae,Pseudorontium cyathiferum,Pseudorontium cyathiferum (Benth.) Rothm.,ACCEPTED,EXACT,100,3172166,
Maxillaria speciosa,Orchidaceae,Maxillaria speciosa,Maxillaria speciosa Rchb.f.,ACCEPTED,EXACT,100,5317964,
Duranta erecta,Verbenaceae,Duranta erecta,Duranta erecta L.,ACCEPTED,EXACT,100,2925655,
Melocactus intortus,Cactaceae,Melocactus intortus,Melocactus intortus (Mill.) Urb.,ACCEPTED,EXACT,100,5384243,
Bouteloua barbata,Poaceae,Bouteloua barbata,Bouteloua barbata Lag.,ACCEPTED,EXACT,100,5289873,
Euphorbia densiflora,Euphorbiaceae,Euphorbia densiflora,Euphorbia densiflora (Klotzsch) Klotzsch,ACCEPTED,EXACT,100,3067116,
Symphyotrichum ciliatum,Asteraceae,Symphyotrichum ciliatum,Symphyotrichum ciliatum (Ledeb.) G.L.Nesom,ACCEPTED,EXACT,100,3151692,
Centaurea decipiens,Asteraceae,Centaurea decipiens,Centaurea decipiens Thuill.,ACCEPTED,EXACT,99,3128156,
Lomatium ambiguum,Apiaceae,Lomatium ambiguum,Lomatium ambiguum (Nutt.) J.M.Coult. & Rose,ACCEPTED,EXACT,100,3034327,
Ranunculus gunnianus,Ranunculaceae,Ranunculus gunnianus,Ranunculus gunnianus Hook.,ACCEPTED,EXACT,100,3927547,
Mimetes cucullatus,Proteaceae,Mimetes cucullatus,Mimetes cucullatus (L.) R.Br.,ACCEPTED,EXACT,100,8349333,
Polygala hybrida,Polygalaceae,Polygala hybrida,Polygala hybrida DC.,SYNONYM,EXACT,99,4050911,
Caladenia iridescens,Orchidaceae,Caladenia iridescens,Caladenia iridescens R.S.Rogers,ACCEPTED,EXACT,100,2841745,
Pterostylis alpina,Orchidaceae,Pterostylis alpina,Pterostylis alpina R.S.Rogers,ACCEPTED,EXACT,100,2847350,
Hemizonia congesta lutescens,Asteraceae,Hemizonia congesta lutescens,Hemizonia congesta subsp. lutescens (Greene) Babc. & H.M.Hall,ACCEPTED,EXACT,99,4241634,
Eremophila freelingii,Scrophulariaceae,Eremophila freelingii,Eremophila freelingii F.Muell.,ACCEPTED,EXACT,100,7701912,
Searsia dentata,Anacardiaceae,Searsia dentata,Searsia dentata (Thunb.) F.A.Barkley,ACCEPTED,EXACT,100,5544380,
Corrigiola litoralis,Caryophyllaceae,Corrigiola litoralis,Corrigiola litoralis L.,ACCEPTED,EXACT,100,5384680,
Thymus pulegioides,Lamiaceae,Thymus pulegioides,Thymus pulegioides L.,ACCEPTED,EXACT,99,5341443,
Limonium virgatum,Plumbaginaceae,Limonium virgatum,Limonium virgatum (Willd.) Fourr.,ACCEPTED,EXACT,99,7730625,
Aristea capitata,Iridaceae,Aristea capitata,Aristea capitata (L.) Ker Gawl.,ACCEPTED,EXACT,99,2744937,
Alyxia taiwanensis,Apocynaceae,Alyxia taiwanensis,Alyxia taiwanensis S.Y.Lu & Y.P.Yang,SYNONYM,EXACT,100,3621105,
Olearia pannosa cardiophylla,Asteraceae,Olearia pannosa cardiophylla,Olearia pannosa subsp. cardiophylla (F.Muell.) D.A.Cooke,ACCEPTED,EXACT,100,5691735,
Peperomia lanceolatopeltata,Piperaceae,Peperomia lanceolatopeltata,Peperomia lanceolatopeltata C.DC.,ACCEPTED,EXACT,100,7305545,
Dumasia villosa bicolor,Fabaceae,Dumasia villosa bicolor,Dumasia villosa subsp. bicolor (Hayata) H.Ohashi & Tateishi,ACCEPTED,EXACT,100,3972217,
Persicaria hydropiperoides,Polygonaceae,Persicaria hydropiperoides,Persicaria hydropiperoides (Michx.) Small,ACCEPTED,EXACT,100,2889340,
Helianthemum abelardoi,Cistaceae,Helianthemum abelardoi,Helianthemum abelardoi Alcaraz,ACCEPTED,EXACT,100,9121989,
Falcaria vulgaris,Apiaceae,Falcaria vulgaris,Falcaria vulgaris Bernh.,ACCEPTED,EXACT,100,5371782,
Lapageria rosea,Philesiaceae,Lapageria rosea,Lapageria rosea Ruiz & Pav.,ACCEPTED,EXACT,100,2781165,
Portulaca pilosa,Portulacaceae,Portulaca pilosa,Portulaca pilosa L.,ACCEPTED,EXACT,99,3084704,
Cleome aculeata,Cleomaceae,Cleome aculeata,Cleome aculeata L.,SYNONYM,EXACT,100,3054221,
Stirlingia latifolia,Proteaceae,Stirlingia latifolia,Stirlingia latifolia (R.Br.) Steud.,ACCEPTED,EXACT,100,3995038,
Potentilla rigoana,Rosaceae,Potentilla rigoana,Potentilla rigoana Th.Wolf,ACCEPTED,EXACT,100,5367844,
Galeopsis speciosa,Lamiaceae,Galeopsis speciosa,Galeopsis speciosa Mill.,ACCEPTED,EXACT,100,5341305,
Boronia glabra,Rutaceae,Boronia glabra,Boronia glabra (Maiden & Betche) Cheel,ACCEPTED,EXACT,100,3837835,
Petasites hybridus,Asteraceae,Petasites hybridus,"Petasites hybridus (L.) G.Gaertn., B.Mey. & Scherb.",ACCEPTED,EXACT,100,9490132,
Zephyranthes candida,Amaryllidaceae,Zephyranthes candida,Zephyranthes candida Herb.,ACCEPTED,EXACT,100,2859976,
Colchicum troodi,Colchicaceae,Colchicum troodi,Colchicum troodi Kotschy,ACCEPTED,EXACT,100,2739850,
Bahiopsis parishii,Asteraceae,Bahiopsis parishii,Bahiopsis parishii (Greene) E.E.Schill. & Panero,ACCEPTED,EXACT,100,3091038,
