scientificName,family,canonicalName,matchedScientificName,status,matchType,confidence,usageKey,error
Madia elegans,Asteraceae,Madia elegans,Madia elegans D.Don,ACCEPTED,EXACT,99,7745385,
Chloris virgata,Poaceae,Chloris virgata,Chloris virgata Sw.,ACCEPTED,EXACT,99,5289624,
Mentha aquatica,Lamiaceae,Mentha aquatica,Mentha aquatica L.,ACCEPTED,EXACT,99,2927208,
Persicaria capitata,Polygonaceae,Persicaria capitata,Persicaria capitata (Buch.-Ham. ex D.Don) H.Gross,ACCEPTED,EXACT,100,2889304,
Orchis militaris,Orchidaceae,Orchis militaris,Orchis militaris L.,ACCEPTED,EXACT,99,2809968,
Valeriana rigida,Caprifoliaceae,Valeriana rigida,Valeriana rigida Ruiz & Pav.,ACCEPTED,EXACT,100,4094868,
Leycesteria formosa,Caprifoliaceae,Leycesteria formosa,Leycesteria formosa Wall.,ACCEPTED,EXACT,100,2888579,
Caladenia cucullata,Orchidaceae,Caladenia cucullata,Caladenia cucullata Fitzg.,ACCEPTED,EXACT,100,2841938,
Centaurea cheiranthifolia,Asteraceae,Centaurea cheiranthifolia,Centaurea cheiranthifolia Willd.,ACCEPTED,EXACT,100,3089540,
Wurmbea punctata,Colchicaceae,Wurmbea punctata,Wurmbea punctata (L.) J.C.Manning & Vinn.,ACCEPTED,EXACT,100,5294884,
Crotalaria retusa,Fabaceae,Crotalaria retusa,Crotalaria retusa L.,ACCEPTED,EXACT,100,2942610,
Erucaria microcarpa,Brassicaceae,Erucaria microcarpa,Erucaria microcarpa Boiss.,ACCEPTED,EXACT,100,5377707,
Gentiana clusii clusii,Gentianaceae,Gentiana clusii,Gentiana clusii E.P.Perrier & Songeon,ACCEPTED,HIGHERRANK,100,7270031,
Daviesia horrida,Fabaceae,Daviesia horrida,Daviesia horrida Preiss ex Meisn.,ACCEPTED,EXACT,99,2956014,
Petrophile diversifolia,Proteaceae,Petrophile diversifolia,Petrophile diversifolia R.Br.,ACCEPTED,EXACT,100,3995353,
Eriogonum plumatella,Polygonaceae,Eriogonum plumatella,Eriogonum plumatella Durand & Hilg.,ACCEPTED,EXACT,100,2889525,
Buxus liukiuensis,Buxaceae,Buxus liukiuensis,Buxus liukiuensis (Makino) Makino,ACCEPTED,EXACT,100,3988167,
Ajuga iva iva,Lamiaceae,Ajuga iva,Ajuga iva (L.) Schreb.,ACCEPTED,HIGHERRANK,100,7307171,
Bacopa angulata,Plantaginaceae,Bacopa angulata,Bacopa angulata (Benth.) Loefgr. & Edwall,ACCEPTED,EXACT,100,3730706,
Oenothera rubricaulis,Onagraceae,Oenothera rubricaulis,Oenothera × rubricaulis Kleb.,ACCEPTED,EXACT,100,7322529,
Patersonia sericea,Iridaceae,Patersonia sericea,Patersonia sericea R.Br.,ACCEPTED,EXACT,100,2747011,
Gymnadenia lithopolitanica,Orchidaceae,Gymnadenia lithopolitanica,Gymnadenia lithopolitanica (Ravnik) Teppner & E.Klein,ACCEPTED,EXACT,100,2840422,
Sida rhombifolia,Malvaceae,Sida rhombifolia,Sida rhombifolia L.,ACCEPTED,EXACT,100,5406735,
Goodenia albiflora,Goodeniaceae,Goodenia albiflora,Goodenia albiflora Schltdl.,ACCEPTED,EXACT,100,3761842,
Petrorhagia saxifraga,Caryophyllaceae,Petrorhagia saxifraga,Petrorhagia saxifraga (L.) Link,ACCEPTED,EXACT,100,3085623,
Convolvulus erubescens,Convolvulaceae,Convolvulus erubescens,Convolvulus erubescens Sims,ACCEPTED,EXACT,100,2928389,
Clematis clitorioides,Ranunculaceae,Clematis clitorioides,Clematis clitorioides DC.,ACCEPTED,EXACT,100,7276957,
Genista linifolia,Fabaceae,Genista linifolia,Genista linifolia L.,ACCEPTED,EXACT,99,5347599,
Cirsium discolor,Asteraceae,Cirsium discolor,Cirsium discolor (Muhl. ex Willd.) Spreng.,ACCEPTED,EXACT,99,3112737,
Tofieldia pusilla,Tofieldiaceae,Tofieldia pusilla,Tofieldia pusilla (Michx.) Pers.,ACCEPTED,EXACT,100,2864429,
Blackstonia perfoliata,Gentianaceae,Blackstonia perfoliata,Blackstonia perfoliata (L.) Huds.,ACCEPTED,EXACT,100,6366886,
Pterostylis planulata,Orchidaceae,Pterostylis planulata,Pterostylis planulata D.L.Jones & M.A.Clem.,ACCEPTED,EXACT,100,2847432,
Diuris abbreviata,Orchidaceae,Diuris abbreviata,Diuris abbreviata F.Muell. ex Benth.,ACCEPTED,EXACT,99,5321777,
Muscari parviflorum,Asparagaceae,Muscari parviflorum,Muscari parviflorum Desf.,ACCEPTED,EXACT,100,2772164,
Passiflora pilosicorona,Passifloraceae,Passiflora pilosicorona,Passiflora pilosicorona Sacco,ACCEPTED,EXACT,100,3586871,
Ophrys apifera,Orchidaceae,Ophrys apifera,Ophrys apifera Huds.,ACCEPTED,EXACT,100,2792998,
Sium suave,Apiaceae,Sium suave,Sium suave Walter,ACCEPTED,EXACT,100,3034526,
Boechera retrofracta,Brassicaceae,Boechera retrofracta,Boechera retrofracta (Graham) A.Löve & D.Löve,ACCEPTED,EXACT,100,8246516,
Utricularia aurea,Lentibulariaceae,Utricularia aurea,Utricularia aurea Lour.,ACCEPTED,EXACT,99,8001590,
Canavalia rosea,Fabaceae,Canavalia rosea,Canavalia rosea (Sw.) DC.,ACCEPTED,EXACT,100,2962021,
Holcus lanatus,Poaceae,Holcus lanatus,Holcus lanatus L.,ACCEPTED,EXACT,100,2706164,
Protea subulifolia,Proteaceae,Protea subulifolia,Protea subulifolia (Knight) Rourke,ACCEPTED,EXACT,100,5636550,
Utricularia foliosa,Lentibulariaceae,Utricularia foliosa,Utricularia foliosa L.,ACCEPTED,EXACT,99,3172439,
Biarum tenuifolium,Araceae,Biarum tenuifolium,Biarum tenuifolium (L.) Schott,ACCEPTED,EXACT,99,2870465,
Goeppertia zebrina,Marantaceae,Goeppertia zebrina,Goeppertia zebrina (Sims) Nees,ACCEPTED,EXACT,100,5302914,
Sambucus ebulus,Viburnaceae,Sambucus ebulus,Sambucus ebulus L.,ACCEPTED,EXACT,100,2888722,
Triptilodiscus pygmaeus,Asteraceae,Triptilodiscus pygmaeus,Triptilodiscus pygmaeus Turcz.,ACCEPTED,EXACT,100,3091024,
Ipomoea dumetorum,Convolvulaceae,Ipomoea dumetorum,Ipomoea dumetorum Willd. ex Roem. & Schult.,ACCEPTED,EXACT,99,2928520,
Halleria lucida,Stilbaceae,Halleria lucida,Halleria lucida L.,ACCEPTED,EXACT,100,5560356,
Euphorbia amygdaloides,Euphorbiaceae,Euphorbia amygdaloides,Euphorbia amygdaloides L.,ACCEPTED,EXACT,99,3065239,
Bistorta affinis,Polygonaceae,Bistorta affinis,Bistorta affinis (D.Don) Greene,ACCEPTED,EXACT,100,4033335,
Gliricidia sepium,Fabaceae,Gliricidia sepium,Gliricidia sepium (Jacq.) Kunth,ACCEPTED,EXACT,99,8082978,
Levenhookia pusilla,Stylidiaceae,Levenhookia pusilla,Levenhookia pusilla R.Br.,ACCEPTED,EXACT,100,3658804,
Dianella revoluta,Asphodelaceae,Dianella revoluta,Dianella revoluta R.Br.,ACCEPTED,EXACT,100,5305191,
Chiococca alba,Rubiaceae,Chiococca alba,Chiococca alba (L.) Hitchc.,ACCEPTED,EXACT,99,2907406,
Acalypha phleoides,Euphorbiaceae,Acalypha phleoides,Acalypha phleoides Cav.,ACCEPTED,EXACT,99,3056578,
Ligularia sibirica,Asteraceae,Ligularia sibirica,Ligularia sibirica (L.) Cass.,ACCEPTED,EXACT,100,6445722,
Euphorbia serpillifolia,Euphorbiaceae,Euphorbia serpillifolia,Euphorbia serpillifolia Pers.,ACCEPTED,EXACT,100,3063756,
Gentiana cruciata,Gentianaceae,Gentiana cruciata,Gentiana cruciata L.,ACCEPTED,EXACT,100,3170115,
Ehretia rigida,Ehretiaceae,Ehretia rigida,Ehretia rigida (Thunb.) Druce,ACCEPTED,EXACT,100,7295351,
Clinopodium chinense,Lamiaceae,Clinopodium chinense,Clinopodium chinense (Benth.) Kuntze,ACCEPTED,EXACT,100,7307233,
Aechmea distichantha,Bromeliaceae,Aechmea distichantha,Aechmea distichantha Lem.,ACCEPTED,EXACT,100,2698018,
Lythrum virgatum,Lythraceae,Lythrum virgatum,Lythrum virgatum L.,ACCEPTED,EXACT,99,3188735,
Rhigozum trichotomum,Bignoniaceae,Rhigozum trichotomum,Rhigozum trichotomum Burch.,ACCEPTED,EXACT,100,4091951,
Geranium carolinianum,Geraniaceae,Geranium carolinianum,Geranium carolinianum L.,ACCEPTED,EXACT,100,2890623,
Centaurea aspera,Asteraceae,Centaurea aspera,Centaurea aspera L.,ACCEPTED,EXACT,100,3128166,
Cynanchum unifarium,Apocynaceae,Cynanchum unifarium,Cynanchum unifarium (Scheele) Woodson,SYNONYM,EXACT,100,3573869,
Senecio coronatus,Asteraceae,Senecio coronatus,Senecio coronatus (Thunb.) Harv.,ACCEPTED,EXACT,100,3107937,
Mercurialis perennis,Euphorbiaceae,Mercurialis perennis,Mercurialis perennis L.,ACCEPTED,EXACT,100,3063016,
Punica granatum,Lythraceae,Punica granatum,Punica granatum L.,ACCEPTED,EXACT,100,5420901,
Crocus serotinus,Iridaceae,Crocus serotinus,Crocus serotinus Bert.,ACCEPTED,EXACT,99,7945068,
Carissa spinarum,Apocynaceae,Carissa spinarum,Carissa spinarum L.,ACCEPTED,EXACT,99,5536282,
Melaleuca gibbosa,Myrtaceae,Melaleuca gibbosa,Melaleuca gibbosa Labill.,ACCEPTED,EXACT,100,5415787,
Mentzelia aspera,Loasaceae,Mentzelia aspera,Mentzelia aspera L.,ACCEPTED,EXACT,99,5331416,
Caesia parviflora vittata,Asphodelaceae,Caesia parviflora vittata,Caesia parviflora var. vittata (R.Br.) R.J.F.Hend.,ACCEPTED,EXACT,100,5304980,
Calystegia sepium sepium,Convolvulaceae,Calystegia sepium sepium,Calystegia sepium subsp. sepium,ACCEPTED,EXACT,99,7225710,
Banksia integrifolia,Proteaceae,Banksia integrifolia,Banksia integrifolia L.fil.,ACCEPTED,EXACT,99,7124338,
Strobilanthes formosana,Acanthaceae,Strobilanthes formosana,Strobilanthes formosana S.Moore,ACCEPTED,EXACT,100,3780866,
Coccinia grandis,Cucurbitaceae,Coccinia grandis,Coccinia grandis (L.) Voigt,ACCEPTED,EXACT,100,2874564,
Medicago arabica,Fabaceae,Medicago arabica,Medicago arabica (L.) Huds.,ACCEPTED,EXACT,99,2965527,
Collaea argentina,Fabaceae,Collaea argentina,Collaea argentina Griseb.,SYNONYM,EXACT,100,5352528,
Kniphofia uvaria,Asphodelaceae,Kniphofia uvaria,Kniphofia uvaria (L.) Oken,ACCEPTED,EXACT,99,5305033,
Scoparia montevidensis,Plantaginaceae,Scoparia montevidensis,Scoparia montevidensis (Spreng.) R.E.Fr.,ACCEPTED,EXACT,100,5414975,
Anchusa officinalis,Boraginaceae,Anchusa officinalis,Anchusa officinalis L.,ACCEPTED,EXACT,99,5341201,
Gladiolus melleri,Iridaceae,Gladiolus melleri,Gladiolus melleri Baker,ACCEPTED,EXACT,100,2750143,
Aethionema saxatile,Brassicaceae,Aethionema saxatile,Aethionema saxatile (L.) R.Br.,ACCEPTED,EXACT,99,7870683,
Rubus saxatilis,Rosaceae,Rubus saxatilis,Rubus saxatilis L.,ACCEPTED,EXACT,99,2992808,
Osmorhiza berteroi,Apiaceae,Osmorhiza berteroi,Osmorhiza berteroi DC.,ACCEPTED,EXACT,100,3034148,
Linaria odora,Plantaginaceae,Linaria odora,Linaria odora (M.Bieb.) Fisch.,ACCEPTED,EXACT,99,8361818,
Pultenaea hispidula,Fabaceae,Pultenaea hispidula,Pultenaea hispidula R.Br. ex Benth.,ACCEPTED,EXACT,99,2956333,
Kohleria tigridia,Gesneriaceae,Kohleria tigridia,Kohleria tigridia (Ohlend.) Roalson & Boggan,ACCEPTED,EXACT,100,5592197,
Bidens tripartita,Asteraceae,Bidens tripartita,Bidens tripartita L.,ACCEPTED,EXACT,99,5391862,
Melaleuca pallida,Myrtaceae,Melaleuca pallida,Melaleuca pallida (Bonpl.) Craven,ACCEPTED,EXACT,100,5415482,
Salsola kali,Amaranthaceae,Salsola kali,Salsola kali L.,ACCEPTED,EXACT,100,3083957,
Disa bracteata,Orchidaceae,Disa bracteata,Disa bracteata Sw.,ACCEPTED,EXACT,99,2783736,
Myriactis humilis,Asteraceae,Myriactis humilis,Myriactis humilis Merr.,ACCEPTED,EXACT,100,5391564,
Bauhinia jenningsii,Fabaceae,Bauhinia jenningsii,Bauhinia jenningsii P.Wilson,ACCEPTED,EXACT,100,2953044,
Adenanthos obovatus,Proteaceae,Adenanthos obovatus,Adenanthos obovatus Labill.,ACCEPTED,EXACT,100,3996576,
Halogeton glomeratus,Amaranthaceae,Halogeton glomeratus,Halogeton glomeratus (M.Bieb.) C.A.Mey.,ACCEPTED,EXACT,99,3083621,
Euphorbia micromera,Euphorbiaceae,Euphorbia micromera,Euphorbia micromera Boiss.,ACCEPTED,EXACT,99,7675558,
Lathyrus tuberosus,Fabaceae,Lathyrus tuberosus,Lathyrus tuberosus L.,ACCEPTED,EXACT,100,5356522,
Lophospermum erubescens,Plantaginaceae,Lophospermum erubescens,Lophospermum erubescens D.Don ex Sweet,ACCEPTED,EXACT,99,8280065,
Mesembryanthemum noctiflorum,Aizoaceae,Mesembryanthemum noctiflorum,Mesembryanthemum noctiflorum L.,ACCEPTED,EXACT,100,7329522,
Carpobrotus deliciosus,Aizoaceae,Carpobrotus deliciosus,Carpobrotus deliciosus (L.Bolus) L.Bolus,ACCEPTED,EXACT,100,3703542,
Gladiolus watsonioides,Iridaceae,Gladiolus watsonioides,Gladiolus watsonioides Baker,ACCEPTED,EXACT,100,2750539,
Palicourea tomentosa,Rubiaceae,Palicourea tomentosa,Palicourea tomentosa (Aubl.) Borhidi,ACCEPTED,EXACT,100,7866160,
Loropetalum chinense,Hamamelidaceae,Loropetalum chinense,Loropetalum chinense (R.Br.) Oliv.,ACCEPTED,EXACT,100,7329104,
Ophrys bertolonii,Orchidaceae,Ophrys bertolonii,Ophrys bertolonii Moretti,ACCEPTED,EXACT,100,2792833,
Prasophyllum gracile,Orchidaceae,Prasophyllum gracile,Prasophyllum gracile Lindl.,ACCEPTED,EXACT,99,7501572,
Sulla coronaria,Fabaceae,Sulla coronaria,Sulla coronaria (L.) B.H.Choi & H.Ohashi,ACCEPTED,EXACT,99,5928735,
Adenocalymma flaviflorum,Bignoniaceae,Adenocalymma flaviflorum,Adenocalymma flaviflorum (Miq.) L.G.Lohmann,ACCEPTED,EXACT,100,7777182,
Pittosporum revolutum,Pittosporaceae,Pittosporum revolutum,Pittosporum revolutum W.T.Aiton,ACCEPTED,EXACT,99,7858299,
Saussurea pseudotilesii,Asteraceae,Saussurea pseudotilesii,Saussurea pseudotilesii Lipsch.,ACCEPTED,EXACT,100,5703979,
Argemone hispida,Papaveraceae,Argemone hispida,Argemone hispida A.Gray,ACCEPTED,EXACT,100,2888495,
Acacia mearnsii,Fabaceae,Acacia mearnsii,Acacia mearnsii De Wild.,ACCEPTED,EXACT,99,2979775,
Kennedia coccinea,Fabaceae,Kennedia coccinea,Kennedia coccinea (Curtis) Vent.,ACCEPTED,EXACT,100,2959172,
Pedicularis kansuensis,Orobanchaceae,Pedicularis kansuensis,Pedicularis kansuensis Maxim.,ACCEPTED,EXACT,100,3742190,
Grevillea acerata,Proteaceae,Grevillea acerata,Grevillea acerata Mc Gill.,ACCEPTED,EXACT,99,10453102,
Pterygodium inversum,Orchidaceae,Pterygodium inversum,Pterygodium inversum (Thunb.) Sw.,ACCEPTED,EXACT,100,2816771,
Hyptis verticillata,Lamiaceae,Hyptis verticillata,Hyptis verticillata Jacq.,SYNONYM,EXACT,100,2926809,
Leucopogon microphyllus,Ericaceae,Leucopogon microphyllus,Leucopogon microphyllus (Cav.) R.Br.,ACCEPTED,EXACT,100,7288480,
Gladiolus merianellus,Iridaceae,Gladiolus merianellus,Gladiolus merianellus (L.) Thunb.,ACCEPTED,EXACT,100,2747172,
Lysimachia vulgaris,Primulaceae,Lysimachia vulgaris,Lysimachia vulgaris L.,ACCEPTED,EXACT,99,3169386,
Westringia eremicola,Lamiaceae,Westringia eremicola,Westringia eremicola A.Cunn. ex Benth.,ACCEPTED,EXACT,99,7309034,
Betonica macrantha,Lamiaceae,Betonica macrantha,Betonica macrantha K.Koch,ACCEPTED,EXACT,99,3905825,
Bossiaea obcordata,Fabaceae,Bossiaea obcordata,Bossiaea obcordata (Vent.) Druce,ACCEPTED,EXACT,100,2968327,
Sarracenia purpurea,Sarraceniaceae,Sarracenia purpurea,Sarracenia purpurea L.,ACCEPTED,EXACT,100,5421389,
Lotus glaucus,Fabaceae,Lotus glaucus,Lotus glaucus Aiton,ACCEPTED,EXACT,99,7792540,
Ambrosia trifida,Asteraceae,Ambrosia trifida,Ambrosia trifida L.,ACCEPTED,EXACT,100,3110588,
Anacamptis palustris,Orchidaceae,Anacamptis palustris,"Anacamptis palustris (Jacq.) R.M.Bateman, Pridgeon & M.W.Chase",ACCEPTED,EXACT,100,2808399,
Telipogon berthae,Orchidaceae,Telipogon berthae,Telipogon berthae P.Ortiz,ACCEPTED,EXACT,100,2790864,
Symphionema montanum,Proteaceae,Symphionema montanum,Symphionema montanum R.Br.,ACCEPTED,EXACT,99,7286990,
Gladiolus imbricatus,Iridaceae,Gladiolus imbricatus,Gladiolus imbricatus L.,ACCEPTED,EXACT,99,2749827,
Alstroemeria magnifica maxima,Alstroemeriaceae,Alstroemeria magnifica maxima,Alstroemeria magnifica subsp. maxima (Phil.) Ehr.Bayer,ACCEPTED,EXACT,100,2753707,
Platylobium parviflorum,Fabaceae,Platylobium parviflorum,Platylobium parviflorum Sm.,ACCEPTED,EXACT,100,5612887,
Alstroemeria pulchra,Alstroemeriaceae,Alstroemeria pulchra,Alstroemeria pulchra Sims,ACCEPTED,EXACT,100,2753903,
Senega rugelii,Polygalaceae,Senega,Senega Spach,SYNONYM,HIGHERRANK,96,4049159,
Grevillea steiglitziana,Proteaceae,Grevillea steiglitziana,Grevillea steiglitziana N.A.Wakef.,ACCEPTED,EXACT,100,3998472,
Spatalla confusa,Proteaceae,Spatalla confusa,Spatalla confusa (E.Phillips) Rourke,ACCEPTED,EXACT,100,3995887,
Stylidium calcaratum,Stylidiaceae,Stylidium calcaratum,Stylidium calcaratum R.Br.,ACCEPTED,EXACT,100,7334958,
Craspedia variabilis,Asteraceae,Craspedia variabilis,Craspedia variabilis J.Everett & Doust,ACCEPTED,EXACT,100,5389194,
Mitracarpus hirtus,Rubiaceae,Mitracarpus hirtus,Mitracarpus hirtus (L.) DC.,ACCEPTED,EXACT,100,2912993,
Crocus pallasii,Iridaceae,Crocus pallasii,Crocus pallasii Goldb.,ACCEPTED,EXACT,99,2747827,
Asclepias stellifera,Apocynaceae,Asclepias stellifera,Asclepias stellifera Schltr.,ACCEPTED,EXACT,100,3573757,
Pultenaea gunnii,Fabaceae,Pultenaea gunnii,Pultenaea gunnii Benth.,ACCEPTED,EXACT,100,2956289,
Coprosma rhamnoides,Rubiaceae,Coprosma rhamnoides,Coprosma rhamnoides A.Cunn.,ACCEPTED,EXACT,100,2911383,
Solenomelus pedunculatus,Iridaceae,Solenomelus pedunculatus,Solenomelus pedunculatus (Gillies ex Hook.) Hochr.,ACCEPTED,EXACT,100,2743562,
Erica ceraria,Ericaceae,Erica ceraria,Erica ceraria E.G.H.Oliv. & I.M.Oliv.,ACCEPTED,EXACT,100,5682408,
Calochortus amabilis,Liliaceae,Calochortus amabilis,Calochortus amabilis Purdy,ACCEPTED,EXACT,100,2750697,
Agathosma hookeri,Rutaceae,Agathosma hookeri,Agathosma hookeri Sond.,ACCEPTED,EXACT,100,3833933,
Daviesia cordata,Fabaceae,Daviesia cordata,Daviesia cordata Sm.,ACCEPTED,EXACT,100,2955979,
Galium verum verum,Rubiaceae,Galium verum verum,Galium verum subsp. verum,ACCEPTED,EXACT,99,7221531,
Galatella linosyris,Asteraceae,Galatella linosyris,Galatella linosyris (L.) Rchb.fil.,ACCEPTED,EXACT,100,3091677,
Ixora coccinea,Rubiaceae,Ixora coccinea,Ixora coccinea Comm. ex Lam.,ACCEPTED,EXACT,99,8793122,
Trifolium medium,Fabaceae,Trifolium medium,Trifolium medium L.,ACCEPTED,EXACT,99,5358812,
Hibbertia acuminata,Dilleniaceae,Hibbertia acuminata,Hibbertia acuminata B.J.Conn,ACCEPTED,EXACT,100,5680729,
Impatiens arguta,Balsaminaceae,Impatiens arguta,Impatiens arguta Hook.fil. & Thomson,ACCEPTED,EXACT,100,4192927,
Agalinis edwardsiana,Orobanchaceae,Agalinis edwardsiana,Agalinis edwardsiana Pennell,ACCEPTED,EXACT,100,3171251,
Coleus strobilifer,Lamiaceae,Coleus strobilifer,Coleus strobilifer (Roxb.) A.J.Paton,ACCEPTED,EXACT,100,9853197,
Hypoestes purpurea,Acanthaceae,Hypoestes purpurea,Hypoestes purpurea (L.) R.Br.,ACCEPTED,EXACT,99,3776907,
Veronica barrelieri,Plantaginaceae,Veronica barrelieri,Veronica barrelieri H.Schott ex Roem. & Schult.,ACCEPTED,EXACT,99,6439532,
Jacquemontia evolvuloides,Convolvulaceae,Jacquemontia evolvuloides,Jacquemontia evolvuloides (Moric.) Meisn.,ACCEPTED,EXACT,100,8295204,
Eulophia ensata,Orchidaceae,Eulophia ensata,Eulophia ensata Lindl.,ACCEPTED,EXACT,100,5311616,
Leucochrysum albicans tricolor,Asteraceae,Leucochrysum albicans tricolor,Leucochrysum albicans subsp. tricolor (DC.) N.G.Walsh,ACCEPTED,EXACT,99,9348367,
Cuphea ignea,Lythraceae,Cuphea ignea,Cuphea ignea A.DC.,ACCEPTED,EXACT,100,3188684,
Stachytarpheta urticifolia,Verbenaceae,Stachytarpheta urticifolia,Stachytarpheta urticifolia Sims,ACCEPTED,EXACT,99,2925457,
Maerua juncea,Capparaceae,Maerua juncea,Maerua juncea Pax,ACCEPTED,EXACT,100,7273285,
Campanula trachelium,Campanulaceae,Campanula trachelium,Campanula trachelium L.,ACCEPTED,EXACT,99,5412014,
Pimelea curviflora,Thymelaeaceae,Pimelea curviflora,Pimelea curviflora R.Br.,ACCEPTED,EXACT,100,7311404,
Oxalis lanata rosea,Oxalidaceae,Oxalis lanata rosea,Oxalis lanata var. rosea T.M.Salter,ACCEPTED,EXACT,100,7938277,
Rehmannia glutinosa,Rehmanniaceae,Rehmannia glutinosa,Rehmannia glutinosa (Gaertn.) Libosch. ex Fisch. & C.A.Mey.,ACCEPTED,EXACT,99,7516558,
Dendrophthoe vitellina,Loranthaceae,Dendrophthoe vitellina,Dendrophthoe vitellina (F.Muell.) Tiegh.,ACCEPTED,EXACT,100,4001146,
Geijera parviflora,Rutaceae,Geijera parviflora,Geijera parviflora Lindl.,ACCEPTED,EXACT,100,7269149,
Atriplex cinerea,Amaranthaceae,Atriplex cinerea,Atriplex cinerea Poir.,ACCEPTED,EXACT,100,6035692,
Ruellia caroliniensis,Acanthaceae,Ruellia caroliniensis,Ruellia caroliniensis (J.F.Gmel.) Steud.,ACCEPTED,EXACT,100,5415376,
Heliconia episcopalis,Heliconiaceae,Heliconia episcopalis,Heliconia episcopalis Vell.,ACCEPTED,EXACT,100,2760973,
Microloma tenuifolium,Apocynaceae,Microloma tenuifolium,Microloma tenuifolium (L.) K.Schum.,ACCEPTED,EXACT,99,7709005,
Clematis forsteri,Ranunculaceae,Clematis forsteri,Clematis forsteri J.F.Gmel.,ACCEPTED,EXACT,100,3921494,
Alectra sessiliflora,Orobanchaceae,Alectra sessiliflora,Alectra sessiliflora (Vahl) Kuntze,ACCEPTED,EXACT,100,7331592,
Geniostoma ligustrifolium,Loganiaceae,Geniostoma ligustrifolium,Geniostoma ligustrifolium A.Cunn.,ACCEPTED,EXACT,100,4019603,
Lycium stenophyllum,Solanaceae,Lycium stenophyllum,Lycium stenophyllum J.Rémy,ACCEPTED,EXACT,100,3802451,
Diuris longifolia,Orchidaceae,Diuris longifolia,Diuris longifolia R.Br.,ACCEPTED,EXACT,100,5321785,
Dimorphotheca fruticosa,Asteraceae,Dimorphotheca fruticosa,"Dimorphotheca fruticosa (L.) Less., 1832",ACCEPTED,EXACT,99,8217929,
Brunia paleacea,Bruniaceae,Brunia paleacea,Brunia paleacea P.J.Bergius,ACCEPTED,EXACT,99,7645060,
Dillwynia glaberrima,Fabaceae,Dillwynia glaberrima,Dillwynia glaberrima Sm.,ACCEPTED,EXACT,99,5348698,
Piriqueta cistoides,Turneraceae,Piriqueta cistoides,Piriqueta cistoides (L.) Mey. ex Steud.,ACCEPTED,EXACT,99,7387042,
Ornithogalum thyrsoides,Asparagaceae,Ornithogalum thyrsoides,Ornithogalum thyrsoides Jacq.,ACCEPTED,EXACT,100,2773545,
Tetratheca pilosa,Elaeocarpaceae,Tetratheca pilosa,Tetratheca pilosa Labill.,ACCEPTED,EXACT,100,7951949,
Koeleria macrantha,Poaceae,Koeleria macrantha,Koeleria macrantha (Ledeb.) Schult.,ACCEPTED,EXACT,100,2705914,
Choisya ternata,Rutaceae,Choisya ternata,Choisya ternata Kunth,ACCEPTED,EXACT,100,3833284,
Arctotis arctotoides,Asteraceae,Arctotis arctotoides,Arctotis arctotoides (L.fil.) O.Hoffm.,ACCEPTED,EXACT,99,7764662,
Vicia sepium,Fabaceae,Vicia sepium,Vicia sepium L.,ACCEPTED,EXACT,100,2974786,
Romulea obscura,Iridaceae,Romulea obscura,Romulea obscura Klatt,ACCEPTED,EXACT,100,2743906,
Rhynchosia minima,Fabaceae,Rhynchosia minima,Rhynchosia minima (L.) DC.,ACCEPTED,EXACT,99,5350585,
Euryops abrotanifolius,Asteraceae,Euryops abrotanifolius,Euryops abrotanifolius (L.) DC.,ACCEPTED,EXACT,100,5395017,
Neltuma alba,Fabaceae,Neltuma alba,Neltuma alba (Griseb.) C.E.Hughes & G.P.Lewis,SYNONYM,EXACT,100,12103556,
Croton bonplandianus,Euphorbiaceae,Croton bonplandianus,Croton bonplandianus Baill.,ACCEPTED,EXACT,100,3058543,
Croton monanthogynus,Euphorbiaceae,Croton monanthogynus,Croton monanthogynus Michx.,ACCEPTED,EXACT,100,3057700,
Lathyrus pratensis,Fabaceae,Lathyrus pratensis,Lathyrus pratensis L.,ACCEPTED,EXACT,100,5356701,
Blennospora drummondii,Asteraceae,Blennospora drummondii,Blennospora drummondii A.Gray,ACCEPTED,EXACT,100,3117080,
